Iteration	A_taiwaniana_6137_A	A_taiwaniana_6137_B	A_tenuisecta_sp2_8704_A	A_tenuisecta_sp2_8704_B	A_tenuisecta_sp3_8745_A	A_tenuisecta_sp3_8745_B	C_diaphana_6380_A	C_diaphana_6380_B	C_fragilis_sp1_7009_A	C_fragilis_sp1_7009_B	C_montana_7943_A	C_montana_7943_B	C_pellucida_6055_A	C_pellucida_6055_B	C_sudetica_8674_A	C_sudetica_8674_B	C_tasmanica_6379_A	C_tasmanica_6379_B	C_tenuis_6387_A	C_tenuis_6387_B	C_utahensis_6848_A	C_utahensis_6848_B	G_continentale_6979_A	G_continentale_6979_B	G_dryopteris_7981_A	G_dryopteris_7981_B	G_dryopteris_7981_C	G_dryopteris_7981_D	G_oyamense_sp2_8739_A	G_oyamense_sp2_8739_B	G_remotepinnatum_4862_A	G_remotepinnatum_4862_B	G_robertianum_7945_A	G_robertianum_7945_B	xCystocarpium_7974_A	xCystocarpium_7974_B	xCystocarpium_7974_C	xCystocarpium_7974_D
4438	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4439	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4440	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4441	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4442	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4443	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4444	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4445	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_copy1	7981_BLANK	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4446	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_copy1	7981_BLANK2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4447	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_copy1	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4448	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_BLANK	7981_copy2	7981_copy1	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4449	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4450	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4451	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4452	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4453	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4454	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4455	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4456	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4457	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4458	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4459	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4460	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4461	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4462	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4463	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4464	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4465	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4466	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4467	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4468	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4469	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4470	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4471	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4472	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4473	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4474	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4475	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4476	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4477	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4478	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4479	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4480	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4481	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_copy1	7981_copy2	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4482	6137_copy1	6137_copy2	8704_BLANK	8704_BLANK2	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_copy1	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4483	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_copy1	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4484	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_copy1	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
4485	6137_copy1	6137_copy2	8704_BLANK2	8704_BLANK	8745_copy1	8745_copy2	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_copy2	6379_copy1	6387_copy1	6387_copy2	6848_copy2	6848_copy1	6979_copy1	6979_copy2	7981_BLANK2	7981_copy2	7981_copy1	7981_BLANK	8739_copy2	8739_copy1	4862_copy2	4862_copy1	7945_copy1	7945_copy2	7974_copy4	7974_copy2	7974_copy1	7974_copy3
