"C_tasmanica_6379_A","C_tasmanica_6379_B","joint_prob","locus"
"6379_copy1","6379_copy2",1,"APP"
"6379_copy1","6379_copy1",0,"GAP"
"6379_copy2","6379_copy1",0.644591217422349,"GAP"
"6379_copy1","6379_copy2",0.355408782577651,"GAP"
"6379_copy2","6379_copy2",0,"GAP"
"6379_BLANK","6379_BLANK",0,"IBR"
"6379_copy1","6379_BLANK",0.668868261335237,"IBR"
"6379_BLANK","6379_copy1",0.331131738664763,"IBR"
"6379_copy1","6379_copy1",0,"IBR"
"6379_copy1","6379_copy2",1,"PGI"
