Type	nIndiv	SimNum	TetraDist	HexaABDist	HexaACDist	HexaBCDist	TetraAMinDip	TetraBMinDip	HexaAMinDip	HexaBMinDip	HexaCMinDip	ESS	AvgTetraPP	AvgHexaPP	MinTetraPP	MinHexaPP	TetraCorrect	HexaCorrect
shared	100	85	42.86	100.00	100.00	53.71	24.99	42.86	9.53	42.86	47.18	395.5	1.00	1.00	1.00	1.00	True	True
shared	100	86	100.00	100.00	19.52	100.00	4.97	6.19	8.80	13.46	8.03	283.7	1.00	1.00	1.00	1.00	True	True
shared	100	87	100.00	50.09	100.00	100.00	100.00	4.21	18.68	11.50	100.00	239.9	1.00	1.00	1.00	1.00	True	True
shared	100	88	33.55	100.00	100.00	31.96	23.46	15.25	0.71	31.96	23.94	487.7	1.00	1.00	1.00	1.00	True	False
shared	100	89	18.24	100.00	100.00	18.24	9.48	18.24	28.95	0.55	18.24	281.8	1.00	1.00	1.00	1.00	True	True
shared	100	90	100.00	32.91	100.00	100.00	13.96	22.21	30.88	32.91	8.70	337.4	1.00	1.00	1.00	1.00	True	True
shared	100	91	100.00	22.93	23.14	23.14	8.89	21.95	15.58	22.93	23.14	321.1	1.00	1.00	1.00	1.00	True	True
shared	100	92	66.76	100.00	45.95	100.00	6.07	2.98	29.55	12.82	33.64	383.7	1.00	1.00	1.00	1.00	True	True
shared	100	93	27.64	35.30	100.00	100.00	8.79	26.00	24.52	2.47	25.77	344.2	1.00	1.00	1.00	1.00	True	True
shared	100	94	100.00	19.72	19.72	14.73	100.00	7.14	14.70	14.73	4.36	241.2	1.00	1.00	0.99	1.00	False	True
shared	100	95	56.35	52.42	52.42	33.04	29.82	23.40	11.15	32.71	12.80	405.8	1.00	1.00	1.00	1.00	True	True
shared	100	96	100.00	100.00	50.43	100.00	28.80	16.81	11.83	3.00	17.00	403.9	1.00	1.00	1.00	1.00	True	True
shared	100	97	50.43	100.00	48.57	100.00	33.49	8.75	12.01	33.49	33.11	230.5	1.00	1.00	1.00	1.00	True	True
shared	100	98	32.55	41.64	30.77	41.64	8.66	32.55	27.71	9.18	30.77	414.0	1.00	0.98	1.00	0.92	True	False
shared	100	99	37.39	11.00	52.47	52.47	32.19	13.40	11.00	9.35	4.45	307.7	1.00	1.00	1.00	1.00	True	True
shared	100	100	46.18	24.87	24.87	21.04	46.18	12.13	11.23	21.04	6.28	251.9	0.98	1.00	0.93	1.00	False	True
